2e-09 0.493332 3.67316e-18
1.35253e-08 0.493332 2.16482e-13
2.50544e-08 0.493332 2.80463e-12
3.65887e-08 0.493332 1.23074e-11
4.81282e-08 0.493332 3.35424e-11
5.9673e-08 0.493332 6.52889e-11
7.1223e-08 0.493332 1.03111e-10
8.27783e-08 0.493332 1.45417e-10
9.43388e-08 0.493332 1.91605e-10
1.05905e-07 0.493332 2.42896e-10
1.17476e-07 0.493332 3.01878e-10
1.29052e-07 0.493332 3.72359e-10
1.40633e-07 0.493332 4.59586e-10
1.5222e-07 0.493332 5.70421e-10
1.63811e-07 0.493332 7.13231e-10
1.75408e-07 0.493332 8.98291e-10
1.8701e-07 0.493332 1.13809e-09
1.98617e-07 0.493332 1.44745e-09
2.10229e-07 0.493332 1.84381e-09
2.21846e-07 0.493332 2.34755e-09
2.33467e-07 0.493332 2.98225e-09
2.45094e-07 0.493332 3.77512e-09
2.56726e-07 0.493332 4.75714e-09
2.68362e-07 0.493332 5.96355e-09
2.80003e-07 0.493332 7.43376e-09
2.91648e-07 0.493332 9.21221e-09
3.03298e-07 0.493332 1.13484e-08
3.14953e-07 0.493332 1.38972e-08
3.26612e-07 0.493332 1.69192e-08
3.38275e-07 0.493332 2.04811e-08
3.49943e-07 0.493332 2.46564e-08
3.61615e-07 0.493332 2.95246e-08
3.73291e-07 0.493332 3.51729e-08
3.84971e-07 0.493332 4.16951e-08
3.96655e-07 0.493332 4.91938e-08
4.08343e-07 0.493332 5.77779e-08
4.20035e-07 0.493332 6.75657e-08
4.3173e-07 0.493332 7.86827e-08
4.43429e-07 0.493332 9.12658e-08
4.55132e-07 0.493332 1.05456e-07
4.66837e-07 0.493332 1.21409e-07
4.78546e-07 0.493332 1.39284e-07
4.90259e-07 0.493332 1.59256e-07
5.01974e-07 0.493332 1.81503e-07
5.13692e-07 0.493332 2.06217e-07
5.25413e-07 0.493332 2.33598e-07
5.37137e-07 0.493332 2.6386e-07
5.48863e-07 0.493332 2.97219e-07
5.60592e-07 0.493332 3.33907e-07
5.72324e-07 0.493332 3.74166e-07
5.84057e-07 0.493332 4.18248e-07
5.95793e-07 0.493332 4.66406e-07
6.07531e-07 0.493332 5.18912e-07
6.1927e-07 0.493332 5.76077e-07
6.31012e-07 0.493332 6.38202e-07
6.42755e-07 0.493332 7.05642e-07
6.54498e-07 0.493332 7.78682e-07
6.66241e-07 0.493332 8.57624e-07
6.77984e-07 0.493332 9.42786e-07
6.89727e-07 0.493332 1.03449e-06
7.0147e-07 0.493332 1.13308e-06
7.13213e-07 0.493332 1.2389e-06
